date,AAPL,ADBE,ADP,ADSK,AMAT,AMZN,ASML,ATVI,AVGO,BABA,BIDU,CRM,CSCO,CTSH,EA,FB,GOOG,GPRO,HPE,HPQ,IBM,INFY,INTC,INTU,ITW,LRCX,MSFT,NFLX,NOK,NVDA,NXPI,OMC,ORCL,PANW,PYPL,QCOM,SAP,SNAP,SQ,SYMC,T,TSLA,TSM,TWTR,TXN,VMW,VZ,WDAY,WDC,ZNGA
2017-04-18,-0.00444201565234,-0.00138472190168,0.000687362464791,0.0048842888708,0.000787497613644,0.00198450093682,0.00368763776271,0.00758192120652,-0.00360028473371,-0.00474230493916,0.00669320870117,-0.00581947743468,0.00183889387363,-0.0141407439747,-0.000112095056608,-0.00325272238722,-0.000418075181863,0.0,0.00110172397318,0.00110053220609,-0.00613704049753,-0.00757699143871,0.00803376906318,0.0059843074754,0.00776488761755,0.000785139975612,-0.00137518339677,-0.0264176570458,-0.00569772678323,0.00060460103409,0.00135698361927,-0.030985271827,0.00519418817397,-0.00709929917175,-0.000232018561485,-0.00415864912625,0.00247969539958,0.030591775326,-0.00585480093677,0.00495798740457,-0.00123983479332,-0.00394771762208,-0.00749369079581,0.00277777777778,0.0113064639971,0.00394174969889,0.00840028825573,-0.00214899713467,-0.0153280457046,0.0143884892086
2017-04-19,-0.00368270466924,0.00315846236808,0.00137378064433,0.0175905566485,0.0315387040624,-0.00506760494811,-0.0287789470755,0.00366124396436,0.00248722800742,-0.00422547873775,0.0191436923253,-0.00250866085294,-0.000613949308041,0.00172778419958,0.00504484304933,0.00929341657208,0.00166105016611,0.0148571428571,0.00165638212455,0.00878330383015,-0.049162016644,-0.00554417861246,0.00405528523514,-0.00318381585662,-0.00203968763817,0.0685867541568,-0.00535217732756,-0.0251116071429,-0.0114804458273,0.0039275321316,0.00890523666634,0.000598779477543,-0.00741244026532,0.000641672013933,0.00487352053841,-0.00113963034966,0.000310239793424,0.00340632603406,0.0129564193168,0.000329123434586,0.0,0.0175520399667,-0.00566351449652,0.00692520775623,-0.00301506373713,0.00130875777075,-0.00568935725409,0.00921273031826,-0.00084561115466,0.0
2017-04-20,0.0125107228578,0.00921517432038,0.00950313333026,0.00545888775162,0.0163068743659,0.00318060498221,0.0249032173852,0.0121575903978,0.021438840795,0.0198627663416,0.00466790394241,0.00658682634731,0.00551310510366,-0.00327730185638,0.0174010039041,0.010754199761,0.00410398348862,0.0101351351351,0.00936130138906,0.00761707835029,0.00377267645035,0.00906220850972,0.00751677391284,-0.00588365642503,0.0186193162961,0.023426620147,0.00707312823459,0.0101602747567,0.0193430148011,0.0158509692854,0.00191883334932,0.00634449810356,0.00769443853034,-0.0029314767314,0.00900692840647,0.000949459538417,0.00102963489731,0.0257032007759,0.0296511627907,0.00296113633191,0.00273154634855,-0.00985205551191,0.00569577258713,0.00756533700138,0.0175126330259,0.000544602984424,-0.0108302242208,0.0161232957913,0.0194445130841,0.0
2017-04-21,-0.0011938229291,0.000760919190382,-0.00339646149024,0.00192285940504,-0.00250698772284,-0.003913265193,-0.00015376097003,-0.00160180948126,-0.00252035045944,0.00132790368272,-0.00313479623824,-0.00309339678763,-0.000302329829247,0.00121185663771,0.00800350838724,-0.000834492350487,0.00182973920276,-0.0111482720178,-0.0103629820508,-0.0124179852803,-0.0118295498269,0.00069684924591,0.00386956002932,0.000760947264049,0.00215501400683,0.00444852893176,0.0137398392992,0.01197053407,-0.00947820988861,0.00414736316476,-0.000670305467778,-0.00987238967739,-0.00224685916805,-0.002664461595,0.00274662394141,-0.0030369661891,-0.00154390693997,-0.010401891253,-0.0124223602484,0.00655424816677,-0.0106535240991,0.0102145383624,0.00912202535592,-0.00136518771331,-0.0117629448843,-0.0109949923797,-0.0239602650443,-0.00828374752071,-0.0154002215441,-0.0106382978723
2017-04-24,0.00962982955195,0.0104166666667,0.0141198625638,0.0176111989162,0.0163338417338,0.00988280858736,0.0263787218013,0.0202522664882,0.0164473931441,0.0154716647511,0.0109501347709,0.00453514739229,0.0140153352781,0.0179779513716,0.00946269306069,0.0124582405345,0.0232094782908,0.0157835400225,0.0165377838135,0.0136636265612,0.00230701390633,-0.00345339690615,0.0118384558782,0.00337941628264,0.036257038449,0.018074207588,0.017017743473,0.00671939525443,0.0306402288646,0.0124903552238,0.00392870831736,0.0,0.00922854130757,0.0116996775679,0.0104998858708,0.00590451888556,0.0451549271936,0.0129001433349,0.0205831903945,0.00879621552045,0.00225449380806,0.00795157068063,0.0193277446138,0.00546821599453,0.0159129709261,0.0244358833242,-0.00423325807541,0.0221176470588,0.0320059674229,0.0250896057348
2017-04-25,0.0061957623277,0.00451501241628,0.00835435335224,0.00199689372088,0.00865513811576,0.000231427910206,0.00584421382724,0.00943519231909,0.00885916014977,0.00539787567473,0.0386602232961,0.0068908162053,0.00420644511894,0.00339571372523,0.00193944618037,0.00701175500103,0.0110575362789,0.0188679245283,0.00433354495018,0.00377845615163,-0.00223954812795,0.00762237512924,0.00326692268749,0.00269442743417,-0.00357750295693,0.0228057482515,0.00577520833081,0.0579155947994,0.00930357211226,0.0173871351572,0.00419967547962,0.0034833497615,-0.00267578750728,0.00528136951375,0.00993901061667,0.00359664129943,0.00739744048559,0.00660377358491,0.0207282913165,0.00904258269998,-0.00199919400084,0.0186994773236,0.0113148814053,-0.00339904826649,0.0157862750127,-0.000752122058665,-0.00744025369167,-0.000115101289134,0.0129411161325,0.0
2017-04-26,-0.0058806909232,-0.00524383848977,-0.00142887455688,-0.00099645704163,-0.001959858732,0.00183997708292,-0.0132598455764,0.0,-0.00680979481748,-0.00441634915137,-0.00171132146104,0.0023598820059,-0.000597077722195,0.00558516133108,0.0054844606947,0.000477848317291,-0.00065344491574,-0.00435729847495,0.00486450832738,0.00107628367526,-0.00205768927529,-0.00275273504394,0.00162814232863,-0.0274605404232,-0.000861888421697,-0.00171501249678,-0.00132427833595,-0.013078338591,-0.0110575828845,-0.00687450131848,0.00247124798023,-0.00670311919632,-0.000671872737802,-0.0102355072464,-0.00670990829792,0.000754370942807,-0.0184074161545,0.0112464854733,-0.00768386388584,0.0,0.0125180129535,-0.0115363778323,-0.0021165342532,0.0791268758527,-0.0151764868317,0.00978494623656,0.0141331792459,-0.00287786347416,-0.0261285373318,-0.013986013986
2017-04-27,0.000764975166587,0.00444310565555,0.00286086358116,0.00443311537183,0.0152292560199,0.00999681069846,0.00369936625861,0.0107091274175,0.00636067533574,0.00400104375054,0.00637488616275,0.0105944673337,0.0104783190114,0.00471193520452,0.00791443850267,0.00777838427948,0.00289080334507,-0.0218818380744,0.00107212209064,0.00751485880005,0.0016243161031,0.00482526166401,0.0135383758959,0.0846213959395,0.00201256349726,0.0102396736642,0.00648567777515,0.0193780382233,0.0651694443912,0.0155744551159,-0.000189627382194,0.00132556957874,0.0017906014927,0.00622311704951,0.0616978158073,0.00320512820513,0.00448849368578,0.0199258572753,0.00829646017699,0.00735745933185,-0.0131061393974,-0.00496501918303,0.000603772168293,0.0499367888748,0.0023568343143,0.00362048770099,-0.0145680681957,0.00242438235973,0.0130012707464,0.00709219858156
2017-04-28,-0.000973502780276,0.00269905533063,-0.00637119732828,-0.00617896943617,-0.0174204469508,0.0071974563906,0.00157395619054,0.0065487047816,-0.0102201830742,0.000606428138266,-0.0406153518578,0.00314502038439,0.00948127180769,0.00887773468198,0.0061544991511,0.0172647257955,0.0362710895053,-0.0771812080537,0.0,0.00265955991397,-0.000186967337845,-0.000685004060591,-0.0341984791522,-0.00318436252842,-0.00953937864575,-0.0146262065589,0.00278302846136,-0.00574862816828,0.0017465204631,-0.0126850235618,0.00284495021337,-0.0116736393368,0.00424366500807,-0.0140063665302,0.0120890774125,0.00996133736419,-0.00516386282301,0.0245343025897,0.000548546352167,0.0047674847906,-0.00701515283578,0.0176262838998,0.0015163357824,-0.00782661047562,-0.0200502516362,-0.00137931034483,-0.0162863005193,0.00656455142232,0.0392014571045,0.0176056338028
2017-05-01,0.020397007628,0.0102437565425,-0.00497606363727,0.0212057288775,0.026839706481,0.0251245959416,0.00766021994691,0.00861259666808,0.00230962601932,0.0102164502165,-0.000943239194363,0.00627032048305,-0.00293450025491,0.00199176491478,-0.000316388947479,0.0147088186356,0.00729612786436,0.0327272727273,0.00536579768429,0.00584533601131,-0.00904623631896,-0.0013709472256,0.00442724475811,0.00247576469184,-0.00318654076077,0.0301695291385,0.0138780148444,0.0206964520368,0.00699187576389,0.0224351852653,0.00198581560284,0.00681902346864,0.00200261014356,9.22424130616e-05,-0.00377200335289,-0.00260490642241,0.00758620340818,-0.0150776053215,0.0202850877193,0.0154903025849,-0.0133740121771,0.0278918712389,0.00997705527026,0.0643203883495,0.00139000686645,0.00488737781555,-0.000651808482658,0.0143020594966,-0.0153801095708,-0.00692041522491
